passenger_id,route,bus,start_time,end_time,count,stops
P000449,r18,bus135,305,315,2,Esplanade -> Minto Park -> Gariahat
P001183,r8,bus015,300,325,1,Rajarhat -> Newtown -> Salt Lake -> Ultadanga -> Esplanade -> Howrah Station
P002849,r29,bus040,320,325,7,New Town -> Eco Park
P000592,r51,bus100,310,325,8,Esplanade -> Rashbehari -> Gariahat -> Ruby
P000203,r49,bus066,305,325,4,Shyambazar -> Beleghata -> Phoolbagan -> Salt Lake -> Sector V
P001562,r17,bus031,305,325,2,Karunamoyee -> Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P002018,r53,bus030,305,320,9,Dhakuria -> Gariahat -> Golpark -> Bosepukur
P001616,r50,bus114,305,320,8,Lake Town -> Bangur -> Ultadanga -> Bidhannagar
P001208,r40,bus080,310,325,6,Kalighat -> Jadavpur -> Garia -> Narendrapur
P002215,r2,bus050,310,325,5,Park Circus -> Ruby -> Garia -> Sonarpur
P000089,r17,bus031,310,325,3,Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P000857,r53,bus030,310,325,3,Gariahat -> Golpark -> Bosepukur -> Kasba
P001608,r5,bus060,310,325,2,Tollygunge -> Hazra -> Esplanade -> Howrah Station
P001621,r17,bus031,310,325,2,Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P002690,r25,bus008,340,345,10,Salt Lake -> Karunamoyee
P001607,r50,bus114,315,320,10,Ultadanga -> Bidhannagar
P000834,r53,bus030,315,325,10,Golpark -> Bosepukur -> Kasba
P000901,r43,bus079,315,320,7,Sealdah -> Park Circus
P001073,r2,bus050,315,320,9,Ruby -> Garia
P000898,r49,bus066,310,325,9,Beleghata -> Phoolbagan -> Salt Lake -> Sector V
P001732,r25,bus008,330,340,5,New Town -> ECO Park -> Salt Lake
P002237,r1,bus009,340,375,2,Sinthee More -> Baranagar -> Dunlop -> BT Road -> Tobin Road -> Khardah -> Titagarh -> Barrackpore
P000382,r50,bus114,315,325,2,Ultadanga -> Bidhannagar -> Salt Lake
P002622,r34,bus005,345,355,6,Esplanade -> Salt Lake -> New Town
P000558,r34,bus005,345,355,2,Esplanade -> Salt Lake -> New Town
P001892,r25,bus008,340,355,1,Salt Lake -> Karunamoyee -> Ultadanga -> Esplanade
P002696,r6,bus228,335,360,1,Bosepukur -> Gariahat -> Golpark -> Hazra -> Kalighat -> Esplanade
P002726,r34,bus005,345,355,2,Esplanade -> Salt Lake -> New Town
P002083,r25,bus008,355,360,9,Esplanade -> Howrah Station
P002296,r3,bus207,330,360,7,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga -> Salt Lake
P001586,r34,bus005,330,355,10,Tollygunge -> Hazra -> Kalighat -> Esplanade -> Salt Lake -> New Town
P002879,r21,bus011,360,370,6,Tollygunge -> Kalighat -> Hazra
P000232,r35,bus090,360,370,2,Esplanade -> Ultadanga -> Karunamoyee
P002315,r32,bus001,360,380,1,Gariahat -> Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P002789,r26,bus026,360,375,9,Esplanade -> Ultadanga -> Salt Lake -> New Town
P002845,r26,bus026,360,375,9,Esplanade -> Ultadanga -> Salt Lake -> New Town
P000705,r3,bus207,355,360,6,Ultadanga -> Salt Lake
P002335,r4,bus102,365,380,9,Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P002817,r7,bus045,360,380,9,Bagbazar -> Shyambazar -> Beleghata -> Salt Lake -> Karunamoyee
P000869,r3,bus207,340,350,6,Kalighat -> Minto Park -> Esplanade
P000378,r26,bus026,365,375,1,Ultadanga -> Salt Lake -> New Town
P001496,r4,bus102,360,380,6,Garia -> Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P001111,r42,bus048,335,355,5,Sakherbazar -> Tollygunge -> Kalighat -> Hazra -> Minto Park
P000443,r7,bus045,360,375,9,Bagbazar -> Shyambazar -> Beleghata -> Salt Lake
P000728,r25,bus008,340,345,1,Salt Lake -> Karunamoyee
P001057,r32,bus001,360,375,7,Gariahat -> Ballygunge -> Park Circus -> VIP Road
P002542,r20,bus051,360,380,5,Dumdum -> Airport Gate No. 1 -> VIP Road -> New Town -> Eco Park
P002093,r15,bus083,365,370,8,Shyambazar -> Esplanade
P002711,r7,bus045,365,380,4,Shyambazar -> Beleghata -> Salt Lake -> Karunamoyee
P002380,r21,bus011,375,380,4,Gariahat -> Ultadanga
P000778,r15,bus083,365,375,3,Shyambazar -> Esplanade -> Park Circus
P001408,r35,bus090,360,370,10,Esplanade -> Ultadanga -> Karunamoyee
P002257,r7,bus045,360,375,9,Bagbazar -> Shyambazar -> Beleghata -> Salt Lake
P002513,r32,bus001,360,380,9,Gariahat -> Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P001511,r3,bus207,355,360,2,Ultadanga -> Salt Lake
P002134,r32,bus001,365,380,3,Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P000909,r26,bus026,365,370,8,Ultadanga -> Salt Lake
P001223,r35,bus090,360,380,10,Esplanade -> Ultadanga -> Karunamoyee -> New Town -> Eco Space
P000866,r4,bus102,370,375,4,Kalighat -> Esplanade
P000952,r4,bus102,370,375,4,Kalighat -> Esplanade
P000088,r26,bus026,365,380,1,Ultadanga -> Salt Lake -> New Town -> Rajarhat
P000172,r21,bus011,365,380,8,Kalighat -> Hazra -> Gariahat -> Ultadanga
P000344,r32,bus001,360,380,9,Gariahat -> Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P000807,r4,bus102,365,380,7,Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P002370,r15,bus083,360,375,5,Bagbazar -> Shyambazar -> Esplanade -> Park Circus
P001915,r1,bus009,365,375,7,Khardah -> Titagarh -> Barrackpore
P000086,r28,bus141,370,380,9,Phoolbagan -> Ultadanga -> Dumdum
P002268,r15,bus083,365,375,7,Shyambazar -> Esplanade -> Park Circus
P001072,r24,bus003,370,375,7,Esplanade -> Sealdah
P002654,r4,bus102,370,375,2,Kalighat -> Esplanade
P000240,r53,bus030,400,420,8,Jadavpur -> Dhakuria -> Gariahat -> Golpark -> Bosepukur
P002170,r21,bus011,375,380,9,Gariahat -> Ultadanga
P001712,r31,bus169,375,380,8,Salt Lake -> New Town
P002220,r21,bus011,375,380,7,Gariahat -> Ultadanga
P000397,r28,bus141,375,380,7,Ultadanga -> Dumdum
P001783,r43,bus079,400,405,9,Baranagar -> Shyambazar
P002698,r12,bus094,400,415,9,Barasat -> Airport Gate No. 1 -> VIP Road -> Ultadanga
P002611,r41,bus023,400,420,8,Airport Gate No. 1 -> VIP Road -> Ultadanga -> Salt Lake -> Sector V
P001008,r17,bus031,405,420,2,Karunamoyee -> Ultadanga -> Phoolbagan -> Sealdah
P001090,r19,bus010,400,425,1,Salt Lake -> Ultadanga -> Phoolbagan -> Park Circus -> Ruby -> Garia
P001099,r30,bus021,410,425,10,Ultadanga -> VIP Road -> Airport Gate No. 1 -> Barasat
P000398,r2,bus050,410,420,9,Park Circus -> Ruby -> Garia
P001274,r52,bus049,405,420,6,Park Street -> Maidan -> Rabindra Sadan -> Bhowanipore
P002278,r19,bus010,405,425,6,Ultadanga -> Phoolbagan -> Park Circus -> Ruby -> Garia
P001768,r39,bus024,405,425,2,MG Road -> SN Banerjee -> Esplanade -> Park Street -> Rabindra Sadan
P001781,r37,bus019,405,415,9,MG Road -> Shyambazar -> Baranagar
P001473,r8,bus015,410,415,2,Salt Lake -> Ultadanga
P002555,r37,bus019,410,425,8,Shyambazar -> Baranagar -> Dunlop -> Titagarh
P001229,r44,bus055,405,410,4,New Town -> Eco Park
P000466,r2,bus050,405,415,2,Sealdah -> Park Circus -> Ruby
P001882,r8,bus015,410,425,4,Salt Lake -> Ultadanga -> Esplanade -> Howrah Station
P001147,r9,bus017,405,425,3,Dhakuria -> Gariahat -> Rashbehari -> Kalighat -> Esplanade
P002330,r17,bus031,410,425,2,Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P001730,r22,bus176,410,425,9,Ballygunge -> Sealdah -> MG Road -> Howrah Station
P001961,r46,bus025,410,425,9,Narendrapur -> Sonarpur -> Garia Station Road -> Ruby Hospital
P000758,r39,bus024,405,420,1,MG Road -> SN Banerjee -> Esplanade -> Park Street
P001296,r37,bus019,405,425,8,MG Road -> Shyambazar -> Baranagar -> Dunlop -> Titagarh
P002441,r30,bus021,405,410,5,Gariahat -> Ultadanga
P002742,r18,bus135,400,420,7,Howrah Station -> Esplanade -> Minto Park -> Gariahat -> Ruby Hospital
P001292,r43,bus079,400,420,2,Baranagar -> Shyambazar -> MG Road -> Sealdah -> Park Circus
P001903,r5,bus060,410,420,1,Tollygunge -> Hazra -> Esplanade
P000503,r54,bus084,400,420,3,Sealdah -> Moulali -> Park Circus -> Ballygunge -> Rashbehari
P000346,r37,bus019,420,425,3,Dunlop -> Titagarh
P002017,r36,bus020,420,425,10,Salt Lake -> Karunamoyee
P000880,r29,bus040,410,415,8,Ultadanga -> Salt Lake
P001249,r29,bus040,410,415,8,Ultadanga -> Salt Lake
P002062,r38,bus027,415,420,3,Ultadanga -> Karunamoyee
P002367,r9,bus017,410,420,3,Gariahat -> Rashbehari -> Kalighat
P001870,r57,bus042,405,425,7,Salt Lake -> New Town -> Eco Park -> Chinar Park -> Airport
P002299,r40,bus080,400,410,1,Howrah Station -> Esplanade -> Kalighat
P000633,r49,bus066,400,420,3,Bagbazar -> Shyambazar -> Beleghata -> Phoolbagan -> Salt Lake
P001642,r55,bus004,405,425,6,Jadavpur -> Kasba -> Bosepukur -> Gariahat -> Ruby
P002836,r56,bus014,400,425,5,BT Road -> Baranagar -> Sinthee -> Shyambazar -> MG Road -> Park Street
P001198,r46,bus025,405,420,3,Kamalgazi -> Narendrapur -> Sonarpur -> Garia Station Road
P001544,r17,bus031,405,425,10,Karunamoyee -> Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P001011,r36,bus020,420,425,3,Salt Lake -> Karunamoyee
P001684,r2,bus050,405,415,8,Sealdah -> Park Circus -> Ruby
P000867,r44,bus055,405,415,7,New Town -> Eco Park -> Eco Space
P002393,r18,bus135,405,415,7,Esplanade -> Minto Park -> Gariahat
P000582,r40,bus080,410,420,5,Kalighat -> Jadavpur -> Garia
P001215,r30,bus021,415,420,5,VIP Road -> Airport Gate No. 1
P001584,r38,bus027,405,415,2,Minto Park -> Esplanade -> Ultadanga
P001709,r19,bus010,405,425,5,Ultadanga -> Phoolbagan -> Park Circus -> Ruby -> Garia
P002008,r52,bus049,405,420,1,Park Street -> Maidan -> Rabindra Sadan -> Bhowanipore
P001222,r17,bus031,405,425,1,Karunamoyee -> Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P002261,r52,bus049,410,425,1,Maidan -> Rabindra Sadan -> Bhowanipore -> Kalighat
P000157,r29,bus040,410,425,10,Ultadanga -> Salt Lake -> New Town -> Eco Park
P001617,r45,bus006,410,420,8,Sakherbazar -> New Alipore -> Alipore
P002706,r45,bus006,410,425,6,Sakherbazar -> New Alipore -> Alipore -> Minto Park
P000002,r9,bus017,410,415,3,Gariahat -> Rashbehari
P001851,r53,bus030,410,425,6,Gariahat -> Golpark -> Bosepukur -> Kasba
P001160,r50,bus114,410,420,4,Bangur -> Ultadanga -> Bidhannagar
P002046,r2,bus050,410,420,4,Park Circus -> Ruby -> Garia
P000345,r10,bus068,410,425,2,Shyambazar -> Esplanade -> Tollygunge -> Joka
P001578,r3,bus207,440,465,9,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga
P002709,r11,bus217,415,425,8,Esplanade -> Maidan -> Rabindra Sadan
P000811,r29,bus040,415,425,5,Salt Lake -> New Town -> Eco Park
P000736,r9,bus017,415,425,3,Rashbehari -> Kalighat -> Esplanade
P002253,r5,bus060,420,425,3,Esplanade -> Howrah Station
P001157,r49,bus066,420,425,6,Salt Lake -> Sector V
P001005,r41,bus023,420,425,2,Sector V -> New Town
P002586,r49,bus066,415,420,1,Phoolbagan -> Salt Lake
P000890,r18,bus135,420,425,1,Ruby Hospital -> Patuli
P000336,r51,bus100,420,425,5,Gariahat -> Ruby
P001134,r7,bus045,450,470,2,Bagbazar -> Shyambazar -> Beleghata -> Salt Lake -> Karunamoyee
P002823,r3,bus207,455,470,10,Minto Park -> Esplanade -> Ultadanga -> Salt Lake
P002667,r32,bus001,450,460,7,Gariahat -> Ballygunge -> Park Circus
P001061,r3,bus207,445,460,7,Hazra -> Kalighat -> Minto Park -> Esplanade
P000309,r28,bus141,450,470,2,Park Street -> Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P001774,r4,bus102,455,470,9,Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P001411,r25,bus008,450,470,9,Salt Lake -> Karunamoyee -> Ultadanga -> Esplanade -> Howrah Station
P000116,r3,bus207,450,465,1,Kalighat -> Minto Park -> Esplanade -> Ultadanga
P002591,r3,bus207,440,465,4,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga
P001964,r35,bus090,450,460,7,Esplanade -> Ultadanga -> Karunamoyee
P000056,r3,bus221,450,470,10,Kalighat -> Minto Park -> Esplanade -> Ultadanga -> Salt Lake
P001344,r7,bus045,455,470,9,Shyambazar -> Beleghata -> Salt Lake -> Karunamoyee
P000205,r26,bus026,450,465,7,Esplanade -> Ultadanga -> Salt Lake -> New Town
P001337,r7,bus045,455,465,8,Shyambazar -> Beleghata -> Salt Lake
P002490,r3,bus207,450,455,5,Kalighat -> Minto Park
P000253,r7,bus045,450,470,5,Bagbazar -> Shyambazar -> Beleghata -> Salt Lake -> Karunamoyee
P001025,r16,bus007,450,465,1,Howrah Station -> Shibpur -> Alipore -> Tollygunge
P001808,r3,bus207,450,465,2,Kalighat -> Minto Park -> Esplanade -> Ultadanga
P001113,r4,bus102,450,470,9,Garia -> Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P000425,r20,bus051,460,465,7,VIP Road -> New Town
P000406,r3,bus221,455,470,3,Minto Park -> Esplanade -> Ultadanga -> Salt Lake
P002604,r26,bus026,450,465,6,Esplanade -> Ultadanga -> Salt Lake -> New Town
P000115,r3,bus207,450,455,1,Kalighat -> Minto Park
P001776,r26,bus026,455,470,3,Ultadanga -> Salt Lake -> New Town -> Rajarhat
P001142,r15,bus083,455,465,10,Shyambazar -> Esplanade -> Park Circus
P000087,r3,bus207,465,470,8,Ultadanga -> Salt Lake
P000889,r21,bus011,455,470,2,Kalighat -> Hazra -> Gariahat -> Ultadanga
P002501,r25,bus008,455,470,2,Karunamoyee -> Ultadanga -> Esplanade -> Howrah Station
P001744,r28,bus141,460,470,10,Phoolbagan -> Ultadanga -> Dumdum
P001219,r32,bus001,460,470,9,Park Circus -> VIP Road -> Airport Gate No. 1
P001682,r16,bus007,460,465,8,Alipore -> Tollygunge
P000691,r15,bus083,460,465,5,Esplanade -> Park Circus
P001365,r4,bus102,460,465,7,Kalighat -> Esplanade
P001374,r15,bus083,460,465,7,Esplanade -> Park Circus
P001293,r1,bus009,490,505,10,MG Road -> Shyambazar -> Sinthee More -> Baranagar
P000351,r14,bus297,500,515,10,Tollygunge -> Rashbehari -> Gariahat -> Ballygunge
P002292,r57,bus042,500,505,4,Ultadanga -> Salt Lake
P000178,r38,bus027,505,510,9,Minto Park -> Esplanade
P000545,r22,bus176,500,515,9,Garia -> Jadavpur -> Ballygunge -> Sealdah
P001771,r5,bus060,505,520,9,Behala -> Tollygunge -> Hazra -> Esplanade
P002391,r2,bus050,500,525,5,Howrah -> Sealdah -> Park Circus -> Ruby -> Garia -> Sonarpur
P001060,r57,bus042,505,520,2,Salt Lake -> New Town -> Eco Park -> Chinar Park
P002629,r0,bus029,500,515,4,Aliah University -> Daber More -> ECO Park -> City
P002259,r2,bus050,510,520,9,Park Circus -> Ruby -> Garia
P001271,r5,bus060,500,515,4,Thakurpukur -> Behala -> Tollygunge -> Hazra
P002006,r29,bus040,510,520,6,Ultadanga -> Salt Lake -> New Town
P001468,r5,bus060,505,525,6,Behala -> Tollygunge -> Hazra -> Esplanade -> Howrah Station
P001028,r9,bus017,510,520,2,Gariahat -> Rashbehari -> Kalighat
P000393,r17,bus031,505,520,1,Karunamoyee -> Ultadanga -> Phoolbagan -> Sealdah
P002744,r5,bus060,505,520,10,Behala -> Tollygunge -> Hazra -> Esplanade
P001470,r44,bus055,505,525,5,New Town -> Eco Park -> Eco Space -> Unitech -> Salt Lake
P000934,r18,bus135,500,525,8,Howrah Station -> Esplanade -> Minto Park -> Gariahat -> Ruby Hospital -> Patuli
P001708,r5,bus060,510,520,6,Tollygunge -> Hazra -> Esplanade
P000021,r2,bus050,510,520,7,Park Circus -> Ruby -> Garia
P002538,r5,bus060,500,520,5,Thakurpukur -> Behala -> Tollygunge -> Hazra -> Esplanade
P002556,r36,bus020,505,525,2,Tollygunge -> Kalighat -> Esplanade -> Salt Lake -> Karunamoyee
P002214,r39,bus024,500,520,6,Shyambazar -> MG Road -> SN Banerjee -> Esplanade -> Park Street
P002371,r9,bus017,505,525,7,Dhakuria -> Gariahat -> Rashbehari -> Kalighat -> Esplanade
P000470,r52,bus049,505,525,6,Park Street -> Maidan -> Rabindra Sadan -> Bhowanipore -> Kalighat
P002579,r40,bus080,505,525,6,Esplanade -> Kalighat -> Jadavpur -> Garia -> Narendrapur
P002677,r17,bus031,505,525,4,Karunamoyee -> Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P002045,r11,bus217,515,525,10,Esplanade -> Maidan -> Rabindra Sadan
P001355,r9,bus017,500,525,9,Jadavpur -> Dhakuria -> Gariahat -> Rashbehari -> Kalighat -> Esplanade
P002406,r18,bus135,505,520,4,Esplanade -> Minto Park -> Gariahat -> Ruby Hospital
P000783,r18,bus135,505,520,3,Esplanade -> Minto Park -> Gariahat -> Ruby Hospital
P000831,r46,bus025,500,520,10,Garia -> Kamalgazi -> Narendrapur -> Sonarpur -> Garia Station Road
P002171,r29,bus040,510,520,9,Ultadanga -> Salt Lake -> New Town
P002536,r29,bus040,505,510,9,Phoolbagan -> Ultadanga
P002561,r43,bus079,500,510,6,Baranagar -> Shyambazar -> MG Road
P001150,r30,bus021,505,510,2,Gariahat -> Ultadanga
P001174,r5,bus119,520,525,5,Esplanade -> Howrah Station
P002054,r45,bus006,505,520,1,Behala -> Sakherbazar -> New Alipore -> Alipore
P002271,r9,bus017,505,525,10,Dhakuria -> Gariahat -> Rashbehari -> Kalighat -> Esplanade
P000946,r12,bus094,515,520,1,Ultadanga -> Phoolbagan
P001722,r57,bus042,510,525,3,New Town -> Eco Park -> Chinar Park -> Airport
P000540,r29,bus040,510,515,5,Ultadanga -> Salt Lake
P002287,r36,bus020,510,525,3,Kalighat -> Esplanade -> Salt Lake -> Karunamoyee
P000767,r29,bus040,510,525,4,Ultadanga -> Salt Lake -> New Town -> Eco Park
P001427,r51,bus100,520,525,7,Gariahat -> Ruby
P001843,r12,bus094,510,515,1,VIP Road -> Ultadanga
P000918,r38,bus027,510,525,6,Esplanade -> Ultadanga -> Karunamoyee -> Salt Lake Sector V
P001615,r12,bus094,510,525,4,VIP Road -> Ultadanga -> Phoolbagan -> Sealdah
P001816,r55,bus004,505,525,2,Jadavpur -> Kasba -> Bosepukur -> Gariahat -> Ruby
P002752,r21,bus011,540,555,10,Tollygunge -> Kalighat -> Hazra -> Gariahat
P001859,r21,bus011,540,560,9,Tollygunge -> Kalighat -> Hazra -> Gariahat -> Ultadanga
P000709,r2,bus050,515,520,8,Ruby -> Garia
P002414,r58,bus018,515,520,7,Kalighat -> Jadavpur
P001188,r23,bus016,515,525,8,Ultadanga -> Ruby -> Garia
P001820,r24,bus003,540,555,6,Bagbazar -> Shyambazar -> Esplanade -> Sealdah
P002181,r14,bus297,515,525,5,Ballygunge -> Park Circus -> Sealdah
P000243,r26,bus026,540,550,1,Esplanade -> Ultadanga -> Salt Lake
P002382,r14,bus297,515,525,3,Ballygunge -> Park Circus -> Sealdah
P002216,r20,bus051,540,560,4,Dumdum -> Airport Gate No. 1 -> VIP Road -> New Town -> Eco Park
P001985,r17,bus031,520,525,4,Sealdah -> Park Street
P002247,r45,bus006,520,525,9,Alipore -> Minto Park
P001166,r4,bus102,540,560,9,Garia -> Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P002226,r35,bus090,545,560,8,Ultadanga -> Karunamoyee -> New Town -> Eco Space
P000353,r28,bus141,540,560,8,Park Street -> Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P002452,r15,bus083,545,555,6,Shyambazar -> Esplanade -> Park Circus
P001416,r27,bus095,540,560,5,Garia -> Ruby -> Ultadanga -> Salt Lake -> Karunamoyee
P000376,r15,bus083,545,560,7,Shyambazar -> Esplanade -> Park Circus -> Ruby Hospital
P001510,r12,bus094,520,525,4,Phoolbagan -> Sealdah
P001674,r32,bus001,540,560,4,Gariahat -> Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P000428,r37,bus019,520,525,4,Dunlop -> Titagarh
P002571,r26,bus026,540,555,10,Esplanade -> Ultadanga -> Salt Lake -> New Town
P000049,r15,bus083,540,555,10,Bagbazar -> Shyambazar -> Esplanade -> Park Circus
P000314,r42,bus048,550,575,9,Behala -> Sakherbazar -> Tollygunge -> Kalighat -> Hazra -> Minto Park
P002730,r5,bus060,520,525,5,Esplanade -> Howrah Station
P000279,r15,bus083,545,560,4,Shyambazar -> Esplanade -> Park Circus -> Ruby Hospital
P001306,r26,bus026,545,550,8,Ultadanga -> Salt Lake
P001012,r24,bus003,540,555,9,Bagbazar -> Shyambazar -> Esplanade -> Sealdah
P001454,r35,bus090,545,560,8,Ultadanga -> Karunamoyee -> New Town -> Eco Space
P000229,r4,bus102,555,560,7,Esplanade -> Howrah Station
P001182,r4,bus102,550,555,5,Kalighat -> Esplanade
P002615,r4,bus102,555,560,2,Esplanade -> Howrah Station
P000896,r6,bus228,550,555,2,Kasba -> Bosepukur
P002787,r26,bus026,540,555,4,Esplanade -> Ultadanga -> Salt Lake -> New Town
P002047,r26,bus026,540,555,3,Esplanade -> Ultadanga -> Salt Lake -> New Town
P001409,r25,bus008,560,580,4,Salt Lake -> Karunamoyee -> Ultadanga -> Esplanade -> Howrah Station
P002090,r28,bus141,550,560,3,Phoolbagan -> Ultadanga -> Dumdum
P002816,r32,bus001,545,560,2,Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P001737,r26,bus026,545,550,10,Ultadanga -> Salt Lake
P002482,r3,bus207,560,575,1,Kalighat -> Minto Park -> Esplanade -> Ultadanga
P001901,r26,bus026,545,560,4,Ultadanga -> Salt Lake -> New Town -> Rajarhat
P001846,r42,bus048,550,575,4,Behala -> Sakherbazar -> Tollygunge -> Kalighat -> Hazra -> Minto Park
P002338,r35,bus090,545,560,10,Ultadanga -> Karunamoyee -> New Town -> Eco Space
P000717,r32,bus001,545,560,8,Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P002525,r26,bus035,545,555,5,Ultadanga -> Salt Lake -> New Town
P000396,r25,bus008,550,555,9,New Town -> ECO Park
P000965,r35,bus090,555,560,9,New Town -> Eco Space
P002156,r25,bus008,560,570,4,Salt Lake -> Karunamoyee -> Ultadanga
P000780,r7,bus045,550,560,8,Beleghata -> Salt Lake -> Karunamoyee
P000953,r25,bus008,550,560,5,New Town -> ECO Park -> Salt Lake
P001105,r3,bus207,550,580,7,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga -> Salt Lake
P000535,r20,bus051,550,555,2,VIP Road -> New Town
P002185,r20,bus051,550,555,3,VIP Road -> New Town
P000139,r32,bus001,550,560,1,Park Circus -> VIP Road -> Airport Gate No. 1
P001450,r4,bus102,555,560,7,Esplanade -> Howrah Station
P000158,r20,bus051,555,560,3,New Town -> Eco Park
P000310,r16,bus007,555,560,5,Tollygunge -> Garia
P000339,r3,bus207,560,575,9,Kalighat -> Minto Park -> Esplanade -> Ultadanga
P001957,r42,bus048,560,570,1,Tollygunge -> Kalighat -> Hazra
P000128,r6,bus228,575,580,8,Kalighat -> Esplanade
P002875,r25,bus008,565,580,5,Karunamoyee -> Ultadanga -> Esplanade -> Howrah Station
P000020,r25,bus008,570,580,2,Ultadanga -> Esplanade -> Howrah Station
P001167,r3,bus207,575,580,8,Ultadanga -> Salt Lake
P000978,r3,bus207,575,580,6,Ultadanga -> Salt Lake
P001244,r49,bus066,600,620,10,Bagbazar -> Shyambazar -> Beleghata -> Phoolbagan -> Salt Lake
P002656,r9,bus017,600,615,9,Jadavpur -> Dhakuria -> Gariahat -> Rashbehari
P001385,r3,bus207,575,580,4,Ultadanga -> Salt Lake
P002189,r5,bus060,600,620,4,Thakurpukur -> Behala -> Tollygunge -> Hazra -> Esplanade
P001401,r22,bus176,605,625,10,Jadavpur -> Ballygunge -> Sealdah -> MG Road -> Howrah Station
P000886,r57,bus042,605,625,10,Salt Lake -> New Town -> Eco Park -> Chinar Park -> Airport
P002581,r6,bus228,575,580,4,Kalighat -> Esplanade
P002734,r2,bus050,605,610,4,Sealdah -> Park Circus
P000318,r19,bus010,605,625,1,Ultadanga -> Phoolbagan -> Park Circus -> Ruby -> Garia
P000894,r14,bus297,600,620,9,Tollygunge -> Rashbehari -> Gariahat -> Ballygunge -> Park Circus
P002729,r49,bus066,610,625,10,Beleghata -> Phoolbagan -> Salt Lake -> Sector V
P002043,r10,bus068,610,615,5,Shyambazar -> Esplanade
P002671,r11,bus217,605,620,5,Dumdum -> Shyambazar -> Esplanade -> Maidan
P000101,r23,bus016,605,615,6,Dumdum -> VIP Road -> Ultadanga
P002557,r29,bus040,605,625,3,Phoolbagan -> Ultadanga -> Salt Lake -> New Town -> Eco Park
P002846,r30,bus021,600,620,5,Ruby -> Gariahat -> Ultadanga -> VIP Road -> Airport Gate No. 1
P000046,r49,bus066,600,615,1,Bagbazar -> Shyambazar -> Beleghata -> Phoolbagan
P001824,r22,bus176,605,625,2,Jadavpur -> Ballygunge -> Sealdah -> MG Road -> Howrah Station
P000213,r30,bus021,600,625,1,Ruby -> Gariahat -> Ultadanga -> VIP Road -> Airport Gate No. 1 -> Barasat
P000255,r40,bus080,610,625,10,Kalighat -> Jadavpur -> Garia -> Narendrapur
P002770,r29,bus040,600,610,8,Sealdah -> Phoolbagan -> Ultadanga
P000068,r5,bus060,610,620,7,Tollygunge -> Hazra -> Esplanade
P001765,r23,bus016,600,620,5,Barasat -> Dumdum -> VIP Road -> Ultadanga -> Ruby
P000628,r40,bus080,610,620,2,Kalighat -> Jadavpur -> Garia
P001969,r41,bus023,615,620,10,Salt Lake -> Sector V
P000095,r29,bus040,610,615,2,Ultadanga -> Salt Lake
P001445,r43,bus079,605,620,7,Shyambazar -> MG Road -> Sealdah -> Park Circus
P000007,r40,bus080,600,620,5,Howrah Station -> Esplanade -> Kalighat -> Jadavpur -> Garia
P002471,r0,bus029,615,635,3,Eco Space -> Aliah University -> Daber More -> ECO Park -> City
P000456,r11,bus217,605,625,10,Dumdum -> Shyambazar -> Esplanade -> Maidan -> Rabindra Sadan
P002052,r29,bus040,610,615,8,Ultadanga -> Salt Lake
P000480,r18,bus135,610,625,9,Minto Park -> Gariahat -> Ruby Hospital -> Patuli
P002211,r8,bus015,610,620,8,Salt Lake -> Ultadanga -> Esplanade
P000626,r30,bus021,605,615,3,Gariahat -> Ultadanga -> VIP Road
P000502,r5,bus060,610,620,1,Tollygunge -> Hazra -> Esplanade
P002340,r51,bus100,610,625,5,Esplanade -> Rashbehari -> Gariahat -> Ruby
P001225,r52,bus049,610,625,3,Maidan -> Rabindra Sadan -> Bhowanipore -> Kalighat
P002225,r22,bus176,610,625,3,Ballygunge -> Sealdah -> MG Road -> Howrah Station
